AgentID,Interval 1,Interval 2,Interval 3,Interval 4,Interval 5,Interval 6,Interval 7,Interval 8,Interval 9,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Interval 97,Interval 98,Interval 99,Interval 100,Interval 101,Interval 102,Interval 103,Interval 104,Interval 105,Interval 106,Interval 107,Interval 108,Interval 109,Interval 110,Interval 111,Interval 112,Interval 113,Interval 114,Interval 115,Interval 116,Interval 117,Interval 118,Interval 119,Interval 120,Interval 121,Interval 122,Interval 123,Interval 124,Interval 125,Interval 126,Interval 127,Interval 128,Interval 129,Interval 130,Interval 131,Interval 132,Interval 133,Interval 134,Interval 135,Interval 136,Interval 137,Interval 138,Interval 139,Interval 140,Interval 141,Interval 142,Interval 143,Interval 144,Interval 145,Interval 146,Interval 147,Interval 148,Interval 149,Interval 150,Interval 151,Interval 152,Interval 153,Interval 154,Interval 155,Interval 156,Interval 157,Interval 158,Interval 159,Interval 160,Interval 161,Interval 162,Interval 163,Interval 164,Interval 165,Interval 166,Interval 167,Interval 168,Interval 169,Interval 170,Interval 171,Interval 172,Interval 173,Interval 174,Interval 175,Interval 176,Interval 177,Interval 178
24,2.01,2.16,2.11,2.085,2.07,2.06,2.01,2.01,2.01,1.98,1.955454,1.96,1.940769,1.924286,1.93,1.91625,1.877647,1.851667,1.844211,1.8375,1.831429,1.839545,1.833913,1.82875,1.824,1.831154,1.826667,1.8225,1.818621,1.815,1.801935,1.789688,1.787273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2.61,2.61,2.61,2.46,2.4,2.435,2.502857,2.55375,2.593333,2.565,2.555454,2.585,2.61,2.631428,2.65,2.66625,2.662941,2.643333,2.625789,2.61,2.595714,2.582727,2.570869,2.5475,2.526,2.517692,2.521111,2.524286,2.516896,2.5,2.493871,2.488125,2.482727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.01,2.31,2.51,2.61,2.67,2.71,2.738572,2.74125,2.693334,2.565,2.487273,2.4225,2.390769,2.342143,2.3,2.281875,2.265882,2.251667,2.207369,2.1675,2.131429,2.112273,2.081739,2.06625,2.052,2.044616,2.043334,2.031429,2.025517,2.025,2.014839,2.014688,2.014546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2.01,2.01,2.01,2.085,2.13,2.11,2.095714,2.085,2.076667,2.07,2.064546,2.06,2.056154,2.031429,2.01,2.02875,2.054118,2.068333,2.081053,2.0925,2.102857,2.112273,2.107826,2.09125,2.088,2.079231,2.065555,2.074286,2.082414,2.07,2.058387,2.0475,2.046364,2.045295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.458,2.446923,2.447778,2.437857,2.428621,2.420001,2.411936,2.385626,2.36091,2.337648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.64,1.64,1.64,1.64,1.64,1.64,1.682857,1.6775,1.673334,1.67,1.667273,1.665,1.686154,1.682857,1.7,1.715,1.728236,1.74,1.750527,1.745,1.754286,1.776364,1.79,1.79625,1.802,1.813077,1.817778,1.800714,1.79,1.775,1.760968,1.757188,1.753637,1.759118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2.01,2.16,2.31,2.31,2.31,2.31,2.267143,2.2725,2.243333,2.22,2.173636,2.16,2.148462,2.138572,2.15,2.14125,2.133529,2.126667,2.104737,2.085,2.067143,2.064546,2.062174,2.06,2.058,2.056154,2.054444,2.052857,2.056552,2.055,2.053549,2.052188,2.05091,2.049706,2.048572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1.94,1.94,1.74,1.79,1.88,1.99,2.068571,2.1275,2.206666,2.24,2.267273,2.29,2.309231,2.325714,2.34,2.33375,2.337059,2.331667,2.342632,2.3525,2.361429,2.355909,2.35087,2.33375,2.342,2.343847,2.34,2.357857,2.374483,2.39,2.394839,2.399375,2.394546,2.372353,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2.01,1.935,1.86,1.8975,1.92,1.935,1.945714,1.95375,1.96,1.935,1.941818,1.9225,1.906154,1.913571,1.92,1.925625,1.965882,1.985,2.002105,2.0175,2.031429,2.016818,2.003478,2.00375,1.992,1.981154,1.971111,1.983214,1.984138,1.975,1.966452,1.958437,1.96,1.96147,1.962857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.71,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,1.98,1.982727,1.985,1.986923,1.988571,1.99,2.01,2.027647,2.043333,2.057368,2.0475,2.06,2.057727,2.055652,2.05375,2.04,2.044616,2.054445,2.074286,2.092759,2.110001,2.12613,2.136563,2.132728,2.129118,2.130001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2.47,2.62,2.67,2.695,2.71,2.72,2.684286,2.695,2.703333,2.71,2.715455,2.72,2.723846,2.705714,2.67,2.62,2.567059,2.545,2.525263,2.4925,2.448571,2.422273,2.398261,2.37625,2.356,2.337308,2.308889,2.293214,2.278621,2.255,2.232903,2.212187,2.183636,2.174412,2.165714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2.61,2.76,2.71,2.535,2.49,2.56,2.567143,2.5725,2.576667,2.61,2.61,2.61,2.586923,2.545714,2.51,2.47875,2.451176,2.426666,2.420526,2.415,2.395714,2.405454,2.427391,2.4475,2.466,2.483077,2.498889,2.513571,2.527241,2.53,2.53258,2.530312,2.532727,2.526176,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2.01,2.01,1.91,2.01,2.13,2.21,2.267143,2.31,2.343333,2.37,2.391818,2.41,2.402308,2.395714,2.39,2.4225,2.451177,2.476667,2.499474,2.49,2.467143,2.46,2.440435,2.41,2.382,2.367692,2.365556,2.374286,2.377241,2.365,2.353549,2.333438,2.323637,2.314412,2.297143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.01,1.86,1.71,1.785,1.83,1.86,1.881429,1.8975,1.91,1.95,2.01,2.085,2.102308,2.095714,2.11,2.1225,2.151176,2.16,2.152105,2.145,2.138571,2.146363,2.153478,2.1475,2.118,2.090769,2.065555,2.052857,2.051379,2.049999,2.048709,2.047499,2.037272,2.027647,2.022856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2.01,2.16,2.21,2.085,2.13,2.21,2.31,2.3475,2.343333,2.37,2.378182,2.3475,2.344615,2.342143,2.36,2.375625,2.371765,2.351667,2.317895,2.28,2.281429,2.296364,2.316522,2.32875,2.328,2.315769,2.282222,2.293928,2.284138,2.275,2.276129,2.277188,2.278182,2.279118,2.284286,2.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.71,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,1.98,1.982727,1.985,1.986923,1.988571,1.99,1.99125,1.992353,2.01,2.01,2.01,2.01,1.996363,1.983913,1.9725,1.962,1.952307,1.932222,1.945714,1.947931,1.95,1.951935,1.95375,1.964545,1.948235,1.941428,1.943333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2.01,2.235,2.26,2.3475,2.4,2.435,2.502857,2.47875,2.36,2.355,2.350909,2.3475,2.321538,2.299286,2.28,2.263125,2.248235,2.235,2.223158,2.2125,2.202857,2.207727,2.205652,2.21,2.19,2.171539,2.143334,2.117143,2.103104,2.1,2.097097,2.094375,2.091818,2.080589,2.078572,2.076667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2.01,2.16,2.21,2.235,2.25,2.26,2.267143,2.2725,2.276667,2.28,2.282727,2.285,2.286923,2.288572,2.29,2.31,2.345294,2.376667,2.404737,2.43,2.452857,2.46,2.453478,2.41,2.394,2.390769,2.398889,2.385,2.356552,2.325,2.295484,2.263125,2.246364,2.239412,2.224286,2.218333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.282727,2.27087,2.2725,2.262,2.258077,2.271111,2.261786,2.253103,2.235,2.218065,2.202188,2.178182,2.155588,2.134286,2.1225,2.111351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2.01,1.935,1.96,2.0475,2.1,2.135,2.16,2.17875,2.193333,2.205,2.228182,2.26,2.286923,2.320714,2.34,2.375625,2.407059,2.435,2.444211,2.4525,2.474286,2.494091,2.512174,2.52875,2.52,2.511923,2.504445,2.4975,2.501379,2.515,2.508387,2.511563,2.514545,2.517353,2.511429,2.489167,2.468108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2.01,2.16,2.11,2.085,2.1,2.135,2.117143,2.085,2.043334,2.04,2.050909,2.0475,1.998462,1.999286,2,2.000625,2.001176,2.001667,2.002105,1.9875,1.974286,1.975909,1.977391,1.97875,1.968,1.946538,1.915555,1.886786,1.86,1.845,1.830968,1.831875,1.828182,1.83353,1.838572,1.843333,1.847838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1.87,2.17,2.27,2.32,2.35,2.37,2.298571,2.245,2.203333,2.17,2.142727,2.12,2.100769,2.084286,2.07,2.03875,2.028824,2.02,2.012105,2.005,1.998571,2.006363,2.013478,2.0325,2.038,2.02,2.003333,1.977143,1.957931,1.965,1.971613,1.987187,2.010909,2.024412,2.032857,2.02,2.007838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2.47,2.62,2.57,2.545,2.59,2.62,2.598572,2.5825,2.57,2.56,2.565455,2.5575,2.573847,2.587857,2.6,2.610625,2.62,2.595,2.588421,2.5975,2.605715,2.613182,2.613479,2.6075,2.59,2.562308,2.547778,2.555715,2.557931,2.545,2.532903,2.512188,2.492728,2.483236,2.478572,2.453333,2.437568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2.01,2.16,2.21,2.31,2.37,2.41,2.438571,2.4225,2.41,2.4,2.364546,2.31,2.263846,2.245714,2.27,2.25375,2.248235,2.251667,2.254737,2.25,2.238572,2.241819,2.238261,2.22875,2.208,2.188847,2.171112,2.154643,2.139311,2.125,2.111613,2.099063,2.087273,2.076177,2.065714,2.055833,2.046487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.0475,2.076667,2.07,2.064545,2.06,2.056154,2.031428,2.01,1.99125,2.01,2.026666,2.01,1.995,1.981428,1.969091,1.957826,1.9475,1.938,1.929231,1.921111,1.913571,1.906552,1.9,1.893871,1.888125,1.882727,1.877647,1.881428,1.876667,1.872162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2.61,2.61,2.51,2.46,2.46,2.485,2.502857,2.44125,2.393333,2.295,2.228182,2.21,2.148462,2.117143,2.09,2.06625,2.045294,2.01,1.978421,1.965,1.938571,1.928182,1.918696,1.91,1.902,1.894615,1.887778,1.881428,1.875517,1.87,1.864839,1.86,1.855454,1.851176,1.855714,1.851667,1.847838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.71,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,1.98,1.982727,1.985,1.986923,1.967143,1.97,1.99125,2.01,2.026667,2.041579,2.055,2.067143,2.050909,2.036087,2.0225,2.01,2.01,2.021111,2.01,1.989311,1.98,1.971291,1.963125,1.964546,1.965883,1.975715,1.993334,1.985676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2.77,2.77,2.77,2.695,2.62,2.545,2.577143,2.60125,2.62,2.635,2.647273,2.6325,2.62,2.609286,2.6,2.573125,2.549412,2.528333,2.509474,2.4925,2.462857,2.449545,2.430869,2.4075,2.386,2.366154,2.325556,2.298571,2.278621,2.265,2.252258,2.240312,2.229091,2.218529,2.208571,2.1825,2.165946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2.01,2.16,2.21,2.235,2.25,2.26,2.267143,2.235,2.21,2.22,2.228182,2.235,2.240769,2.256428,2.24,2.244375,2.248235,2.251667,2.270527,2.2725,2.288572,2.289546,2.277391,2.27875,2.28,2.281154,2.282222,2.2725,2.258276,2.24,2.242258,2.244375,2.246363,2.230588,2.224285,2.21,2.196486,2.191579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.298,2.286923,2.276667,2.256429,2.247931,2.24,2.213226,2.1975,2.191818,2.177647,2.172857,2.168333,2.172162,2.167895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,1.98,1.955454,1.935,1.917692,1.902857,1.91,1.935,1.957059,1.976667,1.99421,2.01,2.01,2.01,2.01,2.01,1.998,2.021538,2.043334,2.042143,2.041035,2.06,2.04871,2.02875,2.000909,1.974706,1.95,1.935,1.920811,1.911316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.54,2.69,2.64,2.615,2.6,2.59,2.582857,2.5775,2.573334,2.57,2.567273,2.565,2.563077,2.582857,2.6,2.615,2.628236,2.64,2.650527,2.66,2.668571,2.676363,2.683478,2.69,2.672,2.649615,2.634444,2.631072,2.612414,2.6,2.588387,2.582188,2.562727,2.562059,2.561429,2.544167,2.527838,2.516316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.87,1.645,1.52,1.6075,1.72,1.795,1.848571,1.88875,1.92,1.945,1.965454,1.9825,1.996923,2.009286,2.02,2.029375,2.037647,2.045,2.051579,2.0575,2.062857,2.040455,2.02,2.00125,1.984,1.968077,1.953334,1.939643,1.926897,1.925,1.923226,1.912188,1.901818,1.892059,1.874286,1.8575,1.84973,1.842369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.05,2.085,2.115882,2.16,2.199474,2.235,2.267143,2.255455,2.231739,2.1975,2.19,2.183077,2.176667,2.181429,2.185862,2.18,2.164839,2.150625,2.137273,2.124706,2.112857,2.101667,2.091081,2.088948,2.086923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2.01,2.01,2.01,2.085,2.19,2.21,2.267143,2.31,2.343333,2.37,2.391818,2.41,2.402308,2.374286,2.35,2.3475,2.336471,2.335,2.317895,2.2875,2.274286,2.262273,2.257826,2.2475,2.25,2.252308,2.243333,2.245714,2.263448,2.285,2.305161,2.314687,2.305454,2.296764,2.288571,2.264166,2.241081,2.223158,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1.94,2.24,2.24,2.015,1.94,1.99,2.025714,2.0525,2.04,2,2.008182,2.0525,2.02077,2.015,2.01,2.005625,2.019412,2.048334,2.042632,2.0525,2.047143,2.05591,2.063913,2.05875,2.066,2.072693,2.067778,2.063215,2.069311,2.065001,2.060968,2.047813,2.035455,2.032648,2.03,2.0275,2.017027,2.015,2.013077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.61,2.61,2.61,2.46,2.37,2.31,2.224286,2.1975,2.243333,2.22,2.187273,2.1225,2.113846,2.106429,2.1,2.094375,2.107059,2.101667,2.096842,2.0925,2.088571,2.098636,2.107826,2.11625,2.124,2.096539,2.093333,2.101072,2.097931,2.095,2.092258,2.089688,2.087273,2.085,2.082857,2.080834,2.070811,2.065263,2.056154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2.01,1.86,1.71,1.785,1.83,1.86,1.924286,2.01,2.11,2.19,2.255455,2.31,2.356154,2.395714,2.43,2.46,2.486471,2.51,2.531053,2.55,2.552857,2.487273,2.433913,2.40375,2.388,2.390769,2.398889,2.406429,2.403104,2.38,2.34871,2.32875,2.300909,2.274706,2.25,2.226667,2.204595,2.199474,2.194616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.327647,2.343333,2.357368,2.37,2.381429,2.378182,2.388261,2.3975,2.418,2.436923,2.454445,2.427857,2.408276,2.405,2.411613,2.417813,2.432728,2.429118,2.43,2.435,2.447838,2.444211,2.433077,2.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2.01,2.085,2.06,2.1225,2.16,2.185,2.202857,2.21625,2.226666,2.235,2.269091,2.2975,2.298461,2.299285,2.3,2.300625,2.301177,2.301667,2.302105,2.3025,2.302857,2.303182,2.290435,2.29125,2.28,2.258077,2.237778,2.229643,2.222069,2.215,2.208387,2.202188,2.196364,2.190882,2.185714,2.180833,2.176216,2.171842,2.167692,2.16375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2.01,2.31,2.31,2.235,2.22,2.185,2.202857,2.16,2.11,2.04,2.01,2.01,2.01,1.999286,1.98,1.963125,1.957059,1.976667,1.978421,1.9725,1.974286,1.989546,2.003478,2.01625,2.016,2.015769,2.026667,2.015357,1.994483,1.965,1.956774,1.949062,1.950909,1.96147,1.971428,1.955833,1.949189,1.942894,1.936923,1.94625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
